Census Year,Subject population,Age group of parent,Sex of parent,Territorial authority,Territorial authority Code,Unit,Value,Value Unit,Value Label,Null Reason
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Chatham Islands,Chatham Islands Territory,Percentage,,percentage,% of sole parent families,confidential
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Chatham Islands,Chatham Islands Territory,Percentage,,percentage,% of sole parent families,confidential
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Chatham Islands,Chatham Islands Territory,Percentage,,percentage,% of sole parent families,confidential
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Chatham Islands,Chatham Islands Territory,Count,,number,Number of families,confidential
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Chatham Islands,Chatham Islands Territory,Count,,number,Number of families,confidential
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Chatham Islands,Chatham Islands Territory,Count,,number,Number of families,confidential
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Chatham Islands,Chatham Islands Territory,Percentage,,percentage,% of sole parent families,confidential
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Chatham Islands,Chatham Islands Territory,Percentage,,percentage,% of sole parent families,confidential
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Chatham Islands,Chatham Islands Territory,Percentage,,percentage,% of sole parent families,confidential
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Chatham Islands,Chatham Islands Territory,Count,,number,Number of families,confidential
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Chatham Islands,Chatham Islands Territory,Count,,number,Number of families,confidential
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Chatham Islands,Chatham Islands Territory,Count,,number,Number of families,confidential
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Chatham Islands,Chatham Islands Territory,Percentage,,percentage,% of sole parent families,confidential
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Chatham Islands,Chatham Islands Territory,Percentage,,percentage,% of sole parent families,confidential
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Chatham Islands,Chatham Islands Territory,Percentage,,percentage,% of sole parent families,confidential
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Waitaki,Waitaki District,Count,477,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Waitaki,Waitaki District,Count,99,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Waitaki,Waitaki District,Count,378,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Waitaki,Waitaki District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Waitaki,Waitaki District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Waitaki,Waitaki District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Waitaki,Waitaki District,Count,24,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Waitaki,Waitaki District,Count,6,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Waitaki,Waitaki District,Count,18,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Waitaki,Waitaki District,Percentage,5.0314465408805,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Waitaki,Waitaki District,Percentage,6.0606060606061,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Waitaki,Waitaki District,Percentage,4.7619047619048,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Waitaki,Waitaki District,Count,117,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Waitaki,Waitaki District,Count,15,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Waitaki,Waitaki District,Count,102,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Waitaki,Waitaki District,Percentage,24.5283018867925,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Waitaki,Waitaki District,Percentage,15.1515151515152,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Waitaki,Waitaki District,Percentage,26.984126984127,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Waitaki,Waitaki District,Count,168,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Waitaki,Waitaki District,Count,33,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Waitaki,Waitaki District,Count,135,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Waitaki,Waitaki District,Percentage,35.2201257861635,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Waitaki,Waitaki District,Percentage,33.3333333333333,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Waitaki,Waitaki District,Percentage,35.7142857142857,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Waitaki,Waitaki District,Count,141,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Waitaki,Waitaki District,Count,33,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Waitaki,Waitaki District,Count,108,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Waitaki,Waitaki District,Percentage,29.559748427673,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Waitaki,Waitaki District,Percentage,33.3333333333333,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Waitaki,Waitaki District,Percentage,28.5714285714286,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Waitaki,Waitaki District,Count,21,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Waitaki,Waitaki District,Count,12,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Waitaki,Waitaki District,Count,9,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Waitaki,Waitaki District,Percentage,4.4025157232704,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Waitaki,Waitaki District,Percentage,12.1212121212121,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Waitaki,Waitaki District,Percentage,2.3809523809524,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Waitaki,Waitaki District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Waitaki,Waitaki District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Waitaki,Waitaki District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Waitaki,Waitaki District,Percentage,0.6289308176101,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Waitaki,Waitaki District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Waitaki,Waitaki District,Percentage,0.7936507936508,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Waitaki,Waitaki District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Waitaki,Waitaki District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Waitaki,Waitaki District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Waitaki,Waitaki District,Percentage,0.6289308176101,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Waitaki,Waitaki District,Percentage,3.030303030303,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Waitaki,Waitaki District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Waitaki,Waitaki District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Waitaki,Waitaki District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Waitaki,Waitaki District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Waitaki,Waitaki District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Waitaki,Waitaki District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Waitaki,Waitaki District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Central Otago,Central Otago District,Count,375,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Central Otago,Central Otago District,Count,87,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Central Otago,Central Otago District,Count,288,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Central Otago,Central Otago District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Central Otago,Central Otago District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Central Otago,Central Otago District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Central Otago,Central Otago District,Count,18,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Central Otago,Central Otago District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Central Otago,Central Otago District,Count,18,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Central Otago,Central Otago District,Percentage,4.8,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Central Otago,Central Otago District,Percentage,3.448275862069,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Central Otago,Central Otago District,Percentage,6.25,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Central Otago,Central Otago District,Count,84,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Central Otago,Central Otago District,Count,18,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Central Otago,Central Otago District,Count,66,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Central Otago,Central Otago District,Percentage,22.4,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Central Otago,Central Otago District,Percentage,20.6896551724138,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Central Otago,Central Otago District,Percentage,22.9166666666667,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Central Otago,Central Otago District,Count,126,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Central Otago,Central Otago District,Count,24,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Central Otago,Central Otago District,Count,102,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Central Otago,Central Otago District,Percentage,33.6,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Central Otago,Central Otago District,Percentage,27.5862068965517,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Central Otago,Central Otago District,Percentage,35.4166666666667,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Central Otago,Central Otago District,Count,126,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Central Otago,Central Otago District,Count,30,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Central Otago,Central Otago District,Count,93,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Central Otago,Central Otago District,Percentage,33.6,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Central Otago,Central Otago District,Percentage,34.4827586206897,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Central Otago,Central Otago District,Percentage,32.2916666666667,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Central Otago,Central Otago District,Count,18,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Central Otago,Central Otago District,Count,9,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Central Otago,Central Otago District,Count,12,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Central Otago,Central Otago District,Percentage,4.8,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Central Otago,Central Otago District,Percentage,10.3448275862069,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Central Otago,Central Otago District,Percentage,4.1666666666667,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Central Otago,Central Otago District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Central Otago,Central Otago District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Central Otago,Central Otago District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Central Otago,Central Otago District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Central Otago,Central Otago District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Central Otago,Central Otago District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Central Otago,Central Otago District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Central Otago,Central Otago District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Central Otago,Central Otago District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Central Otago,Central Otago District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Central Otago,Central Otago District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Central Otago,Central Otago District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Central Otago,Central Otago District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Central Otago,Central Otago District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Central Otago,Central Otago District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Central Otago,Central Otago District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Central Otago,Central Otago District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Central Otago,Central Otago District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Queenstown-Lakes,Queenstown-Lakes District,Count,540,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Queenstown-Lakes,Queenstown-Lakes District,Count,141,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Queenstown-Lakes,Queenstown-Lakes District,Count,402,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Queenstown-Lakes,Queenstown-Lakes District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Queenstown-Lakes,Queenstown-Lakes District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Queenstown-Lakes,Queenstown-Lakes District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Queenstown-Lakes,Queenstown-Lakes District,Count,15,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Queenstown-Lakes,Queenstown-Lakes District,Count,6,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Queenstown-Lakes,Queenstown-Lakes District,Count,6,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Queenstown-Lakes,Queenstown-Lakes District,Percentage,2.7777777777778,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Queenstown-Lakes,Queenstown-Lakes District,Percentage,4.2553191489362,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Queenstown-Lakes,Queenstown-Lakes District,Percentage,1.4925373134328,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Queenstown-Lakes,Queenstown-Lakes District,Count,69,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Queenstown-Lakes,Queenstown-Lakes District,Count,12,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Queenstown-Lakes,Queenstown-Lakes District,Count,57,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Queenstown-Lakes,Queenstown-Lakes District,Percentage,12.7777777777778,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Queenstown-Lakes,Queenstown-Lakes District,Percentage,8.5106382978723,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Queenstown-Lakes,Queenstown-Lakes District,Percentage,14.1791044776119,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Queenstown-Lakes,Queenstown-Lakes District,Count,198,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Queenstown-Lakes,Queenstown-Lakes District,Count,48,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Queenstown-Lakes,Queenstown-Lakes District,Count,150,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Queenstown-Lakes,Queenstown-Lakes District,Percentage,36.6666666666667,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Queenstown-Lakes,Queenstown-Lakes District,Percentage,34.0425531914894,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Queenstown-Lakes,Queenstown-Lakes District,Percentage,37.3134328358209,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Queenstown-Lakes,Queenstown-Lakes District,Count,216,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Queenstown-Lakes,Queenstown-Lakes District,Count,51,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Queenstown-Lakes,Queenstown-Lakes District,Count,165,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Queenstown-Lakes,Queenstown-Lakes District,Percentage,40,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Queenstown-Lakes,Queenstown-Lakes District,Percentage,36.1702127659574,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Queenstown-Lakes,Queenstown-Lakes District,Percentage,41.044776119403,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Queenstown-Lakes,Queenstown-Lakes District,Count,36,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Queenstown-Lakes,Queenstown-Lakes District,Count,15,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Queenstown-Lakes,Queenstown-Lakes District,Count,21,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Queenstown-Lakes,Queenstown-Lakes District,Percentage,6.6666666666667,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Queenstown-Lakes,Queenstown-Lakes District,Percentage,10.6382978723404,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Queenstown-Lakes,Queenstown-Lakes District,Percentage,5.2238805970149,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Queenstown-Lakes,Queenstown-Lakes District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Queenstown-Lakes,Queenstown-Lakes District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Queenstown-Lakes,Queenstown-Lakes District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Queenstown-Lakes,Queenstown-Lakes District,Percentage,0.5555555555556,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Queenstown-Lakes,Queenstown-Lakes District,Percentage,2.1276595744681,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Queenstown-Lakes,Queenstown-Lakes District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Queenstown-Lakes,Queenstown-Lakes District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Queenstown-Lakes,Queenstown-Lakes District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Queenstown-Lakes,Queenstown-Lakes District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Queenstown-Lakes,Queenstown-Lakes District,Percentage,0.5555555555556,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Queenstown-Lakes,Queenstown-Lakes District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Queenstown-Lakes,Queenstown-Lakes District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Queenstown-Lakes,Queenstown-Lakes District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Queenstown-Lakes,Queenstown-Lakes District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Queenstown-Lakes,Queenstown-Lakes District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Queenstown-Lakes,Queenstown-Lakes District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Queenstown-Lakes,Queenstown-Lakes District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Queenstown-Lakes,Queenstown-Lakes District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Dunedin,Dunedin City,Count,3168,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Dunedin,Dunedin City,Count,555,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Dunedin,Dunedin City,Count,2613,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Dunedin,Dunedin City,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Dunedin,Dunedin City,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Dunedin,Dunedin City,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Dunedin,Dunedin City,Count,207,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Dunedin,Dunedin City,Count,36,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Dunedin,Dunedin City,Count,171,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Dunedin,Dunedin City,Percentage,6.5340909090909,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Dunedin,Dunedin City,Percentage,6.4864864864865,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Dunedin,Dunedin City,Percentage,6.5442020665901,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Dunedin,Dunedin City,Count,789,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Dunedin,Dunedin City,Count,87,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Dunedin,Dunedin City,Count,702,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Dunedin,Dunedin City,Percentage,24.905303030303,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Dunedin,Dunedin City,Percentage,15.6756756756757,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Dunedin,Dunedin City,Percentage,26.865671641791,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Dunedin,Dunedin City,Count,1038,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Dunedin,Dunedin City,Count,174,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Dunedin,Dunedin City,Count,864,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Dunedin,Dunedin City,Percentage,32.7651515151515,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Dunedin,Dunedin City,Percentage,31.3513513513514,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Dunedin,Dunedin City,Percentage,33.0654420206659,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Dunedin,Dunedin City,Count,954,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Dunedin,Dunedin City,Count,186,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Dunedin,Dunedin City,Count,771,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Dunedin,Dunedin City,Percentage,30.1136363636364,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Dunedin,Dunedin City,Percentage,33.5135135135135,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Dunedin,Dunedin City,Percentage,29.5063145809414,percentage,% of sole parent families,
